,17.05.2016,2.074298052578492,2.1448416552488734,2.142127633644677,2.0537642871263233,2.121509329336537,2.0577150326576295,2.183127920071589,2.1518201831662185,2.107855166093301,2.05262837959064,2.0503110821007398,2.122174954508256,2.160115282938689,2.1949229513580195,2.053585769178512,2.041736209704135,2.0663986547484927,2.1392593924154433,2.1199452347523957,2.0707106230016272,2.158946730931973,2.1446315427158917,2.147659118376517,2.1908986236783203,2.0831157351244722,2.0375877620703085,2.113918480375889,2.1161900190162086,2.1540265482616565,2.1790956667856576,2.146957869304805,2.1304200701398535,2.009816632959386,2.1529971627784317,2.047486884108754,2.1790834251226205,2.2035411120770525,1.9638536485558062,2.129003249724319,2.1456053784107976,2.029788247760782,2.1401446358555676,2.1879134445969552,2.1103743058792572,2.127016410108772,2.1250557518256095,1.9253201607158354,2.0597334275672807,2.123569445272162,2.0405773474014,2.0455590429247423,2.1108335227455917,2.030091350113854,2.0225238488092923,2.031495438752836,1.989838154927402,2.0260085309672524,1.931993308059636
,18.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.03407969844190827,0.0,0.0,0.0,0.0,0.0,0.02416111092730932,0.03704757214080977,0.0,0.0,0.0,0.0,0.0,0.0,0.024707066385469167,0.016192453423112724,0.021555320154359868,0.03741353420721182,0.0,0.0,0.0,0.013547346357959582,0.01954707953116591,0.032599500823665806,0.01457133457568851,0.0,0.0,0.018920263241986483,0.0,0.029707662501838896,0.014289876309636603,0.0,0.0,0.01324829118950187,0.0,0.021464487452586778,0.02879147107497242,0.0,0.010514486653204393,0.011660789096923918,0.0,0.0,0.024214802847111493,0.0,0.008188898494343967,0.02370274602830594,0.0,0.0065320490854369265,0.0,0.004148618013562747,0.0,9.696869600497062E-4
,19.05.2016,0.0,0.0036178810319598582,0.002820279366657743,0.0,0.0,0.0,0.0,0.0021918154375479633,0.00908293599370019,0.0,0.0,0.0,0.0,0.0,0.0,0.021656746334577218,0.0,0.0,0.008623520596690325,0.011992101432131991,0.0,0.0,0.0,0.0,0.0,0.010912400824868407,0.009562452323770846,0.011925634131849916,0.0,0.0,0.0,0.0,0.023398636538877828,0.0,0.010090192740713905,0.0,0.0,0.05098775668858024,0.0,0.0,0.002439483914757489,0.0,0.004517871368952977,0.010112283070825567,0.010693859606169765,0.01115683285015552,0.010869618121472902,0.0,0.009519855985600203,0.008136371641018186,0.009241455676240596,0.011035172901414769,0.003231822415012305,0.011615289591023578,4.896759964119931E-4,0.012204854467086225,0.003521101116158377,0.006148705237236944
,20.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,21.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.006304744211753029,0.0,0.0,0.0,0.0,0.0,0.004469805521552224,0.006853800846049807,0.0,0.0,0.0,0.0,0.0,0.0,0.0045708072813117956,0.002995603883275854,0.003987734228556575,0.006921503828334187,0.0,0.0,0.0,0.0025062590762225225,0.0036162097132656926,0.0060309076523781735,0.0026956968965023745,0.0,0.0,0.0035002486997674992,0.0,0.005495917562840195,0.002643627117282771,0.0,0.0,0.002450933870057846,0.0,0.003970930178728554,0.005326422148869897,0.0,0.0019451800308428126,0.0021572459829309245,0.0,0.0,0.004479738526715626,0.0,0.0015149462214536337,0.004385008015236599,0.0,0.0012084290808058314,0.0,7.674943325091082E-4,0.0,1.7939208760919565E-4
,22.05.2016,0.05497393033023511,0.12219555456227991,0.11493719002090405,0.04720083988902535,0.07431697519519923,0.05107353521648157,0.05109337823138133,0.12362649617941533,0.09799889375654308,0.043668285634411885,0.038048380256676,0.06995879075982221,0.057193444388360756,0.041286690892254646,0.0430310762560214,0.06239406465075995,0.056713625026656875,0.09884023150305228,0.09395948441238786,0.055329321583121524,0.060931946133472664,0.06511268475167399,0.04744756199677709,0.03117108808609602,0.06866911103790613,0.03302493812158657,0.08718880525931776,0.06728761661473037,0.06804584946117156,0.05556607369447439,0.01297678482786252,0.08882297125036809,0.0356078049025925,0.0668800497244485,0.03140781795963077,0.03144889060814793,0.012075161910021563,0.055658593587174815,0.08276639965703762,0.0754681434371027,0.004225411491344039,0.03238546270794289,0.027982920295055502,0.0826683913525854,0.08571506116637134,0.08113309856447216,0.01181666974833123,0.01619976952570776,0.02925492030599607,0.021906679205963835,0.01591540794913093,0.03035291091448411,0.005183702071995642,0.016938909595654673,8.262388566108526E-4,0.015585978148139864,0.004537364199858798,0.0069390001096774545
,23.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,24.05.2016,1.3938819289610551,1.8036588811360974,1.7383937137501866,1.0559340715196535,1.5605386881777246,1.0723085595209056,1.9959044255224063,1.7731823572591845,1.8515594483121278,1.1524869768292982,1.263028462354555,1.6352221967657077,1.8921193878724196,2.200072097109812,1.2180598427510076,1.8429509543657052,1.1635153626744799,1.7705911594063122,1.846579854024834,1.9539331288199544,1.6481065651320896,1.8582816081726177,2.0574739822483763,2.236615685681017,1.307697404203684,1.9667948779991835,1.83076614080251,1.8834735263588307,1.640364669073648,1.9280233655438541,2.1742724927625505,1.6237278556985835,2.0233833912288772,1.824014949713262,1.9391788126843506,2.2500330277142684,2.2242642812697166,2.675009835098746,1.758148552177618,1.825437925288735,1.8474718232542358,2.1026784784340062,2.3008662219347107,1.8355879720142112,1.8432631295606663,1.8522642849607696,3.0860618155777906,1.993963997291123,2.331441444229756,1.9203041454274967,2.186945669720296,2.4257046988498088,1.9220101759960388,2.631503583168825,1.7951761506979806,2.8208091174910783,2.735596539592649,3.095354031624904
,25.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,26.05.2016,6.87613966019717,9.214855754667242,8.871967940734582,5.666118896278323,8.193291589494667,5.695051816743209,9.279984535673844,9.02370623017804,9.655570079581475,5.8604985889001115,6.771596599516158,8.817426157216545,9.413439414446898,9.575794095682713,6.029374907879218,10.80656707858654,5.980876607558229,9.107599847717506,9.499325152081688,10.126017028864558,8.012760061374388,9.480057468814191,9.88437594516395,9.07232672662429,6.7651400591378685,10.539822560564373,9.476155232459831,9.740215909249965,8.499728992727094,9.083978436823122,9.092246055373495,8.45139602664574,10.775948727311201,9.236095786266318,10.367337575844575,9.86382085196066,9.337659570957975,11.019979632233557,9.074056115174988,9.33816900353383,10.665881544817374,10.04978351732776,9.863813585902573,9.491275193430557,9.524752601731612,9.565039838805413,10.89895721758404,10.26590211076874,10.119037655138722,10.449665266417634,10.472765993003765,10.075825431364121,10.661721251865988,10.598993259076416,10.666797833679079,10.771124613546428,10.727109552865985,10.873778239908217
,27.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,28.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,29.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,30.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,31.05.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.02651867815457464,0.0,0.0,0.0,0.0,0.0,0.0,0.028343171970307727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015399478143821055,0.03669500253003862,0.0,0.0,0.0,0.0,0.0,0.0259047391437735,0.0137111494685835,0.0,0.0,0.0,0.0,0.013155439275125016,0.014018963553689362,0.0,0.0,0.0,0.0,0.00823706292231705,0.014310847726754193,0.0,0.0,0.0,0.0,0.0,0.004977059155727064,0.0,0.0,0.016779616816658387,0.0,0.0,0.0,0.0,0.0,0.0
,01.06.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,02.06.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,03.06.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,04.06.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,05.06.2016,10.191651026334293,10.138413574677738,10.252139961327137,9.913555333804428,9.95404317430597,9.91204861269192,9.841906004675199,10.293509444693386,9.603135643241954,9.943234975478182,9.901048098934332,9.781421548002019,9.577462606357011,9.745249515205343,9.983380782503156,8.441149529537173,9.95853284322634,10.018126403139751,9.680274001513329,9.236705480524828,9.856118107453536,9.602373467706725,9.539622649625077,9.837600338468798,9.99004355779215,8.675516297537643,9.745674648487045,9.467510494429442,9.695416369471495,9.895445195119686,9.595854965801887,10.06175988498973,8.32702934456066,9.670398727204129,9.032193467139624,9.408691370336328,10.015834427634173,6.912101026636074,9.872343823159046,9.712640746808571,8.801237194575046,9.319306170604857,9.439635726262624,9.707601250323394,9.65870950347147,9.611270506471119,5.260777819832107,9.035877895203038,9.144621764280231,8.978837445622231,8.62291104191125,8.99389682565486,8.74885401900579,7.58470081024344,8.871414797161622,6.370548887692844,7.564634965443819,5.231780236200547
,06.06.2016,6.074222821307713,6.755414127481082,6.626266860623408,2.5707025782166815,5.721101423421512,2.790171093564978,5.354793119461319,6.734519108196735,6.577448389241223,3.8935685145420966,4.039013508029267,5.905059504147689,5.639610032064639,5.40638609152424,4.747447536451954,6.771697294408808,3.757253535630574,6.472880945864099,6.382428844854422,6.285852158695857,4.8851577355094165,5.942495591976858,5.93488298951607,4.89603497083611,4.89332930453318,6.432481647035595,6.299746070686503,6.187965047470436,5.4589272205650925,5.273869836401667,4.876665490281623,6.1016958312359915,6.482293454864356,5.6909151362460175,6.249334678843073,5.5606133413131635,4.84009701423991,5.977156677510089,6.177257975794982,5.999935347453218,6.329014286662295,5.797584138372545,5.477270421050753,6.239141853492722,6.181758989504862,6.1344147100062045,5.53077320978591,6.0798902621119755,5.766346571808443,6.302313652358979,5.907141407106729,5.527714561448635,6.242323831629676,5.676301696459969,6.34124147282494,5.592911731613607,5.447570023442818,5.504504220733535
,07.06.2016,0.08197012798755343,0.23885812046849622,0.22082083694722868,0.006415366184484094,0.13288388887244523,0.009421319549222762,0.06256701915611301,0.2368091527275291,0.20646370453552879,0.020802578331537497,0.03782658144970488,0.13829922098297212,0.08108578565983497,0.05579149214380387,0.031209692282214867,0.23366929072107212,0.030067507736315845,0.20283667156558444,0.18643188587483686,0.12904084991318054,0.05908270486956975,0.12784386788412433,0.08260567210634623,0.038967470421824836,0.08090036474942003,0.12317792413900007,0.1741676160704532,0.12069483277833876,0.10129349837170465,0.07170943764066987,0.017435956159528174,0.1652417385448569,0.17028677341436732,0.10631989637594794,0.09325742225704402,0.026879763159818524,0.015153722740971515,0.17796682019729437,0.1766673334465686,0.14746630331147803,0.025464364800024383,0.03419458799090671,0.025445434946281265,0.16556371736035433,0.15586702368284241,0.14654061482702013,0.07540465997479463,0.06864376972315035,0.016394571275739424,0.07984400471810997,0.05495418287603869,0.05018114856070559,0.033058458200220464,0.14203077499632769,0.005157681712556093,0.13818759445821782,0.2256556342572541,0.0718355148342555
,08.06.2016,2.9509397513695568,2.455335551083889,2.4958217794788613,1.9284651977970155,2.342037797273724,1.9910962764625155,1.955360118682529,2.5000615819789105,2.2808724146075248,2.3061838098388066,2.104688504552107,2.197131185629057,1.9888329176834643,1.911048966256793,2.5672669800728225,2.0474376464517032,2.2457810070359896,2.3922702986669813,2.2569508758426626,2.0640700835136467,2.062269849003816,2.0795003734843585,1.9745695082956547,1.8386416845367255,2.438206624363193,1.9869408323901692,2.2157827744990684,2.0611479500112075,2.108339053864858,1.9830680483350491,1.783932645763932,2.4166800026009017,1.9961407996113885,2.05817829061509,1.9626738273686084,1.8450160515112488,1.8760236848275793,2.075360193520957,2.2440907365252953,2.1437355117098926,1.8171720596706198,1.8562876160427986,1.849253009896024,2.1886960962025706,2.1574116920640023,2.127675057511443,1.7481941551109101,1.9215138359319208,1.8113917681666794,1.9258080661711958,1.8643143548842258,1.8798530772824484,1.829373781500118,2.0184621459726655,1.786406800508934,1.968258610822391,2.2169976092836645,1.7355739200589908
,09.06.2016,0.0,0.0036937997778502107,0.004516542820870623,0.0,0.015733487707724075,0.0,0.06045467367600099,0.003510568838040521,0.011578565361904315,0.0,0.0136165265502779,0.0250182726338475,0.055748198743637074,0.06568036713482861,0.0,0.003073373361164581,0.0,0.012182192624867848,0.01714745904127305,0.03238304202745422,0.029403764089020155,0.04268302487035176,0.07517115828937417,0.005892668854934904,0.0,0.016461814693357217,0.02126287207458207,0.0441318590858917,0.031511773590766796,0.049833932539611256,0.01657342554065988,0.010955640189730017,0.0070936851859410375,0.04001065942910191,0.029456398069505927,0.14471070130303024,0.005572814467588129,0.00702613198167669,0.01979102231437442,0.0315853017545293,0.0034318049423191117,0.1596807945538656,0.1313118536112872,0.024507250179869728,0.028406247273044107,0.03251198790790268,0.0021201776834658187,0.06108333874072918,0.20424058143550086,0.026085566517825124,0.06298156024454699,0.09536248992152409,0.007153707901204888,0.025746633879016583,9.374120351603505E-4,0.011860194994038845,0.003702421598560307,0.002349443022647868
,10.06.2016,0.0,0.008141923686201483,0.0,0.0,0.0,0.0,0.0,0.005747487377399859,0.021999338036486533,0.0,0.0,0.0,0.0,0.020024140448937706,0.0,0.010791979552759828,0.0,0.016668771047072962,0.023853381217280645,0.038220471138249286,0.0,0.03437559201043222,0.035732833389393696,0.002382876364823694,0.0,0.03589987793982005,0.026985385540776976,0.037882952499602725,0.0,0.0,0.003907890844076243,0.0,0.05165761699509934,0.0,0.03976084352263092,0.01245473986057119,0.0018459811269731714,0.1872266190937784,0.023007354942633427,0.030107644963307728,0.017753085310720156,0.022615879362587243,0.01285643768734775,0.02891247226838952,0.031117855169456712,0.033143856379094325,0.041051883830309284,0.04224565218765096,0.014100353003990847,0.037362432146074376,0.07319129653545423,0.0586128247744761,0.04066501966233742,0.2203797220755833,0.004753445151540656,0.19730056365772375,0.43194058537911884,0.039847042855853915
,11.06.2016,0.07723937907174827,0.24427820773988856,0.20232145518805802,0.0062964900600159706,0.043732981689965485,0.009081401119827952,0.12352490100906006,0.22708296574538714,0.2270007266445215,0.020011242212173624,0.04414351880295144,0.005814459120527921,0.0978610265466064,0.15128553789335933,0.029844336104681617,0.25063586908832636,0.026978964877834924,0.16278847640561572,0.18177533519928724,0.2039383459130724,0.06893888504644659,0.10459827021880327,0.16206203422229618,0.11292127452444556,0.06430981897929743,0.24038165122757754,0.16638060804990504,0.17585787120475677,0.03891810652793792,0.10330639913770806,0.1090129902459387,0.10470229420852793,0.24518155101756575,0.05567365949979087,0.22857906034005254,0.19436197779712866,0.07097906258678474,0.22290135910476555,0.082821298132854,0.07046449381741715,0.25158836006340707,0.21907576517441105,0.1814474072688814,0.154451160980161,0.1481899580049175,0.15117284947624124,0.12300385215870055,0.22744743943029833,0.23642070640685486,0.23601172795315375,0.2256943905458997,0.18845413417882065,0.2485937667967374,0.21420486012902695,0.25342684086441175,0.18811850281230594,0.24565442048625824,0.12164881568346297
,12.06.2016,1.6780256649224659,2.6156037916048342,2.370796092951648,1.3146725568715631,2.2504884081126244,1.3435472863732896,3.1108738122599,2.4618827549309534,2.916754771448249,1.3910753438132035,1.843579291610801,2.2973039529026598,2.701771672938712,3.4993187140733863,1.4384156156287828,3.505971014712388,1.4893226648325169,2.5478641025393944,2.7086498580867007,3.1320423519965117,2.2967088167355283,2.622588204784704,3.1316478927270177,3.428997308041354,1.8131232107330002,3.431990683700754,2.713262906541815,3.0202064417961325,2.3646971371750913,2.9186852737918714,3.3471541607622384,2.2639134197142723,3.733068104054797,2.445606777344837,3.368724250263967,3.6519658247544404,3.4309372771618203,4.2341480565333764,2.4429145876814995,2.4695682283940994,3.6055761484548294,3.6785496254556795,3.6597053526649788,2.706220036178136,2.7195994442774762,2.8223118323487517,4.932755655489459,3.4446703064027417,3.7920207436713205,3.4425855693463467,3.7915141935896997,3.885656799758918,3.6552233500100937,4.145828594979506,3.568386299206042,4.414374830423362,4.07530986559384,4.94751378141047
,13.06.2016,0.13883222740947465,0.3485730563863657,0.3228347642985819,0.016569782673315023,0.24018819804884609,0.026663295337542033,0.2178710813468074,0.3500684548402809,0.28129830478053947,0.04706260385878277,0.12723928476646462,0.25381409299570357,0.21755642144508783,0.20398223264858636,0.06584104870516777,0.24065502517796272,0.07281472919407235,0.2877867130932001,0.267865585171177,0.203609491980694,0.19954327427719634,0.2411479189934315,0.21165036574927734,0.21505389256700377,0.1518510803605619,0.14728641526617708,0.2557916711691392,0.21883948287491567,0.243992938333293,0.21996717591640555,0.19297595778453233,0.2524753363523127,0.15795273759505563,0.24570241878023225,0.1407907606715951,0.21536587508159824,0.1323689234735698,0.09562136403120614,0.2626141859974965,0.25106182024091706,0.021718308594843125,0.20593274002981968,0.20213495105219922,0.24918685460551682,0.2422272189693746,0.24300749523232962,0.05699889574310581,0.14586570578523692,0.2269444840901057,0.10871092477097384,0.08988127819938305,0.15266914160232142,0.021479761146239357,0.057587547837552606,0.004052151659491152,0.05139750762339479,0.013387763166254986,0.05426143642897643
